question_id,image,acceptance_set,targets,scene_form,primary_label,primary_measure_degrees,secondary_label,secondary_measure_degrees,comparison_summary
angle_estimation_0001_open_q1,angle_estimation_0001.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=298; secondary_label=none; secondary_measure_degrees=none; comparison_summary=reflex""]","[""the marked arc""]",one marked angle,marked angle,298,none,none,reflex
angle_estimation_2783_open_q1,angle_estimation_2783.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=197; secondary_label=none; secondary_measure_degrees=none; comparison_summary=reflex""]","[""the marked arc""]",one marked angle,marked angle,197,none,none,reflex
angle_estimation_2784_open_q1,angle_estimation_2784.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=16; secondary_label=none; secondary_measure_degrees=none; comparison_summary=minor""]","[""the marked arc""]",one marked angle,marked angle,16,none,none,minor
angle_estimation_2785_open_q1,angle_estimation_2785.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=180; secondary_label=none; secondary_measure_degrees=none; comparison_summary=minor""]","[""the marked arc""]",one marked angle,marked angle,180,none,none,minor
angle_estimation_2786_open_q1,angle_estimation_2786.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=96; secondary_label=none; secondary_measure_degrees=none; comparison_summary=minor""]","[""the marked arc""]",one marked angle,marked angle,96,none,none,minor
angle_estimation_2787_open_q1,angle_estimation_2787.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=305; secondary_label=none; secondary_measure_degrees=none; comparison_summary=reflex""]","[""the marked arc""]",one marked angle,marked angle,305,none,none,reflex
angle_estimation_2788_open_q1,angle_estimation_2788.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=349; secondary_label=none; secondary_measure_degrees=none; comparison_summary=reflex""]","[""the marked arc""]",one marked angle,marked angle,349,none,none,reflex
angle_estimation_2789_open_q1,angle_estimation_2789.png,"[""scene_form=two labelled angles; primary_label=Angle 1; primary_measure_degrees=145; secondary_label=Angle 2; secondary_measure_degrees=37; comparison_summary=wider-to-narrower ratio 3.92""]","[""the printed label Angle 1""]",two labelled angles,Angle 1,145,Angle 2,37,wider-to-narrower ratio 3.92
angle_estimation_2790_open_q1,angle_estimation_2790.png,"[""scene_form=two labelled angles; primary_label=Angle 2; primary_measure_degrees=141; secondary_label=Angle 1; secondary_measure_degrees=13; comparison_summary=wider-to-narrower ratio 11.05""]","[""the printed label Angle 1""]",two labelled angles,Angle 2,141,Angle 1,13,wider-to-narrower ratio 11.05
angle_estimation_2791_open_q1,angle_estimation_2791.png,"[""scene_form=two labelled angles; primary_label=Angle 1; primary_measure_degrees=72; secondary_label=Angle 2; secondary_measure_degrees=25; comparison_summary=wider-to-narrower ratio 2.88""]","[""the printed label Angle 1""]",two labelled angles,Angle 1,72,Angle 2,25,wider-to-narrower ratio 2.88
angle_estimation_2792_open_q1,angle_estimation_2792.png,"[""scene_form=two labelled angles; primary_label=Angle 1; primary_measure_degrees=140; secondary_label=Angle 2; secondary_measure_degrees=46; comparison_summary=wider-to-narrower ratio 3.04""]","[""the printed label Angle 1""]",two labelled angles,Angle 1,140,Angle 2,46,wider-to-narrower ratio 3.04
angle_estimation_2793_open_q1,angle_estimation_2793.png,"[""scene_form=two labelled angles; primary_label=Angle 1; primary_measure_degrees=95; secondary_label=Angle 2; secondary_measure_degrees=37; comparison_summary=wider-to-narrower ratio 2.59""]","[""the printed label Angle 1""]",two labelled angles,Angle 1,95,Angle 2,37,wider-to-narrower ratio 2.59
angle_estimation_2794_open_q1,angle_estimation_2794.png,"[""scene_form=two labelled angles; primary_label=Angle 1; primary_measure_degrees=69; secondary_label=Angle 2; secondary_measure_degrees=17; comparison_summary=wider-to-narrower ratio 3.96""]","[""the printed label Angle 1""]",two labelled angles,Angle 1,69,Angle 2,17,wider-to-narrower ratio 3.96
angle_estimation_2795_open_q1,angle_estimation_2795.png,"[""scene_form=two labelled angles; primary_label=Angle 1; primary_measure_degrees=135; secondary_label=Angle 2; secondary_measure_degrees=54; comparison_summary=wider-to-narrower ratio 2.48""]","[""the printed label Angle 1""]",two labelled angles,Angle 1,135,Angle 2,54,wider-to-narrower ratio 2.48
angle_estimation_2796_open_q1,angle_estimation_2796.png,"[""scene_form=labelled triangle; primary_label=A; primary_measure_degrees=91; secondary_label=C; secondary_measure_degrees=36; comparison_summary=middle vertex B""]","[""the printed vertex A""]",labelled triangle,A,91,C,36,middle vertex B
angle_estimation_2797_open_q1,angle_estimation_2797.png,"[""scene_form=labelled triangle; primary_label=A; primary_measure_degrees=90; secondary_label=B; secondary_measure_degrees=35; comparison_summary=middle vertex C""]","[""the printed vertex A""]",labelled triangle,A,90,B,35,middle vertex C
angle_estimation_2798_open_q1,angle_estimation_2798.png,"[""scene_form=labelled triangle; primary_label=A; primary_measure_degrees=91; secondary_label=B; secondary_measure_degrees=33; comparison_summary=middle vertex C""]","[""the printed vertex A""]",labelled triangle,A,91,B,33,middle vertex C
angle_estimation_2799_open_q1,angle_estimation_2799.png,"[""scene_form=labelled triangle; primary_label=A; primary_measure_degrees=90; secondary_label=B; secondary_measure_degrees=38; comparison_summary=middle vertex C""]","[""the printed vertex A""]",labelled triangle,A,90,B,38,middle vertex C
angle_estimation_2800_open_q1,angle_estimation_2800.png,"[""scene_form=labelled triangle; primary_label=A; primary_measure_degrees=90; secondary_label=B; secondary_measure_degrees=37; comparison_summary=middle vertex C""]","[""the printed vertex A""]",labelled triangle,A,90,B,37,middle vertex C
angle_estimation_2801_open_q1,angle_estimation_2801.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=132; secondary_label=none; secondary_measure_degrees=none; comparison_summary=minor""]","[""the marked arc""]",one marked angle,marked angle,132,none,none,minor
angle_estimation_2802_open_q1,angle_estimation_2802.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=223; secondary_label=none; secondary_measure_degrees=none; comparison_summary=reflex""]","[""the marked arc""]",one marked angle,marked angle,223,none,none,reflex
angle_estimation_2803_open_q1,angle_estimation_2803.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=36; secondary_label=none; secondary_measure_degrees=none; comparison_summary=minor""]","[""the marked arc""]",one marked angle,marked angle,36,none,none,minor
angle_estimation_2804_open_q1,angle_estimation_2804.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=15; secondary_label=none; secondary_measure_degrees=none; comparison_summary=minor""]","[""the marked arc""]",one marked angle,marked angle,15,none,none,minor
angle_estimation_2805_open_q1,angle_estimation_2805.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=90; secondary_label=none; secondary_measure_degrees=none; comparison_summary=minor""]","[""the marked arc""]",one marked angle,marked angle,90,none,none,minor
angle_estimation_2806_open_q1,angle_estimation_2806.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=25; secondary_label=none; secondary_measure_degrees=none; comparison_summary=minor""]","[""the marked arc""]",one marked angle,marked angle,25,none,none,minor
angle_estimation_2807_open_q1,angle_estimation_2807.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=248; secondary_label=none; secondary_measure_degrees=none; comparison_summary=reflex""]","[""the marked arc""]",one marked angle,marked angle,248,none,none,reflex
angle_estimation_2808_open_q1,angle_estimation_2808.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=38; secondary_label=none; secondary_measure_degrees=none; comparison_summary=minor""]","[""the marked arc""]",one marked angle,marked angle,38,none,none,minor
angle_estimation_2809_open_q1,angle_estimation_2809.png,"[""scene_form=two labelled angles; primary_label=Angle 1; primary_measure_degrees=126; secondary_label=Angle 2; secondary_measure_degrees=110; comparison_summary=wider-to-narrower ratio 1.14""]","[""the printed label Angle 1""]",two labelled angles,Angle 1,126,Angle 2,110,wider-to-narrower ratio 1.14
angle_estimation_2810_open_q1,angle_estimation_2810.png,"[""scene_form=two labelled angles; primary_label=Angle 2; primary_measure_degrees=54; secondary_label=Angle 1; secondary_measure_degrees=45; comparison_summary=wider-to-narrower ratio 1.21""]","[""the printed label Angle 1""]",two labelled angles,Angle 2,54,Angle 1,45,wider-to-narrower ratio 1.21
angle_estimation_2811_open_q1,angle_estimation_2811.png,"[""scene_form=two labelled angles; primary_label=Angle 2; primary_measure_degrees=127; secondary_label=Angle 1; secondary_measure_degrees=46; comparison_summary=wider-to-narrower ratio 2.78""]","[""the printed label Angle 1""]",two labelled angles,Angle 2,127,Angle 1,46,wider-to-narrower ratio 2.78
angle_estimation_2812_open_q1,angle_estimation_2812.png,"[""scene_form=two labelled angles; primary_label=Angle 1; primary_measure_degrees=123; secondary_label=Angle 2; secondary_measure_degrees=79; comparison_summary=wider-to-narrower ratio 1.55""]","[""the printed label Angle 1""]",two labelled angles,Angle 1,123,Angle 2,79,wider-to-narrower ratio 1.55
angle_estimation_2813_open_q1,angle_estimation_2813.png,"[""scene_form=two labelled angles; primary_label=Angle 1; primary_measure_degrees=51; secondary_label=Angle 2; secondary_measure_degrees=30; comparison_summary=wider-to-narrower ratio 1.72""]","[""the printed label Angle 1""]",two labelled angles,Angle 1,51,Angle 2,30,wider-to-narrower ratio 1.72
angle_estimation_2814_open_q1,angle_estimation_2814.png,"[""scene_form=two labelled angles; primary_label=Angle 1; primary_measure_degrees=145; secondary_label=Angle 2; secondary_measure_degrees=42; comparison_summary=wider-to-narrower ratio 3.49""]","[""the printed label Angle 1""]",two labelled angles,Angle 1,145,Angle 2,42,wider-to-narrower ratio 3.49
angle_estimation_2815_open_q1,angle_estimation_2815.png,"[""scene_form=two labelled angles; primary_label=Angle 1; primary_measure_degrees=126; secondary_label=Angle 2; secondary_measure_degrees=28; comparison_summary=wider-to-narrower ratio 4.51""]","[""the printed label Angle 1""]",two labelled angles,Angle 1,126,Angle 2,28,wider-to-narrower ratio 4.51
angle_estimation_2816_open_q1,angle_estimation_2816.png,"[""scene_form=labelled triangle; primary_label=A; primary_measure_degrees=105; secondary_label=B; secondary_measure_degrees=34; comparison_summary=middle vertex C""]","[""the printed vertex A""]",labelled triangle,A,105,B,34,middle vertex C
angle_estimation_2817_open_q1,angle_estimation_2817.png,"[""scene_form=labelled triangle; primary_label=A; primary_measure_degrees=128; secondary_label=B; secondary_measure_degrees=19; comparison_summary=middle vertex C""]","[""the printed vertex A""]",labelled triangle,A,128,B,19,middle vertex C
angle_estimation_2818_open_q1,angle_estimation_2818.png,"[""scene_form=labelled triangle; primary_label=A; primary_measure_degrees=99; secondary_label=B; secondary_measure_degrees=24; comparison_summary=middle vertex C""]","[""the printed vertex A""]",labelled triangle,A,99,B,24,middle vertex C
angle_estimation_2819_open_q1,angle_estimation_2819.png,"[""scene_form=labelled triangle; primary_label=A; primary_measure_degrees=135; secondary_label=B; secondary_measure_degrees=18; comparison_summary=middle vertex C""]","[""the printed vertex A""]",labelled triangle,A,135,B,18,middle vertex C
angle_estimation_2820_open_q1,angle_estimation_2820.png,"[""scene_form=labelled triangle; primary_label=A; primary_measure_degrees=98; secondary_label=B; secondary_measure_degrees=33; comparison_summary=middle vertex C""]","[""the printed vertex A""]",labelled triangle,A,98,B,33,middle vertex C
angle_estimation_2821_open_q1,angle_estimation_2821.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=326; secondary_label=none; secondary_measure_degrees=none; comparison_summary=reflex""]","[""the marked arc""]",one marked angle,marked angle,326,none,none,reflex
angle_estimation_2822_open_q1,angle_estimation_2822.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=190; secondary_label=none; secondary_measure_degrees=none; comparison_summary=reflex""]","[""the marked arc""]",one marked angle,marked angle,190,none,none,reflex
angle_estimation_2823_open_q1,angle_estimation_2823.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=38; secondary_label=none; secondary_measure_degrees=none; comparison_summary=minor""]","[""the marked arc""]",one marked angle,marked angle,38,none,none,minor
angle_estimation_2824_open_q1,angle_estimation_2824.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=164; secondary_label=none; secondary_measure_degrees=none; comparison_summary=minor""]","[""the marked arc""]",one marked angle,marked angle,164,none,none,minor
angle_estimation_2825_open_q1,angle_estimation_2825.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=60; secondary_label=none; secondary_measure_degrees=none; comparison_summary=minor""]","[""the marked arc""]",one marked angle,marked angle,60,none,none,minor
angle_estimation_2826_open_q1,angle_estimation_2826.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=149; secondary_label=none; secondary_measure_degrees=none; comparison_summary=minor""]","[""the marked arc""]",one marked angle,marked angle,149,none,none,minor
angle_estimation_2827_open_q1,angle_estimation_2827.png,"[""scene_form=one marked angle; primary_label=marked angle; primary_measure_degrees=139; secondary_label=none; secondary_measure_degrees=none; comparison_summary=minor""]","[""the marked arc""]",one marked angle,marked angle,139,none,none,minor
